Utility: l2
Metric: BinaryDiversityUtility
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.9006152010883569
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 0.9982222222222225
CYLINDER_WORLD, 2x200, 6 types, equitable_init, value: 0.9982222222222225
CYLINDER_WORLD, 2x200, 8 types, equitable_init, value: 0.9982222222222223
CIRCLE_WORLD, 400, 7 types, equitable_init, value: 0.9982083333333333
CIRCLE_WORLD, 400, 6 types, schelling_random_init, value: 0.9982083333333331
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.9981666666666669
CIRCLE_WORLD, 400, 9 types, schelling_random_init, value: 0.9981250000000002
CIRCLE_WORLD, 400, 7 types, schelling_equitable_init, value: 0.9980833333333334
CYLINDER_WORLD, 2x200, 7 types, equitable_init, value: 0.9980555555555557
CIRCLE_WORLD, 400, 8 types, equitable_init, value: 0.9980416666666668
CIRCLE_WORLD, 400, 7 types, random_init, value: 0.9979583333333334
CIRCLE_WORLD, 400, 5 types, random_init, value: 0.9979166666666667
CYLINDER_WORLD, 2x200, 6 types, random_init, value: 0.997888888888889
CIRCLE_WORLD, 400, 6 types, equitable_init, value: 0.9978333333333331
CIRCLE_WORLD, 400, 8 types, random_init, value: 0.99775
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 0.9977222222222224
CIRCLE_WORLD, 400, 5 types, schelling_equitable_init, value: 0.9977083333333334
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.9977083333333333
CIRCLE_WORLD, 400, 6 types, random_init, value: 0.9977083333333333
CIRCLE_WORLD, 400, 5 types, schelling_random_init, value: 0.9975833333333334
CYLINDER_WORLD, 2x200, 5 types, random_init, value: 0.9975555555555558
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.9974791666666667
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 0.9973888888888891
CYLINDER_WORLD, 2x200, 5 types, equitable_init, value: 0.9973333333333334
CIRCLE_WORLD, 400, 5 types, equitable_init, value: 0.9971666666666668
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 0.9970833333333332
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.9970416666666666
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.9970208333333336
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.9969999999999999
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 0.9968888888888892
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.9968333333333335
CIRCLE_WORLD, 400, 4 types, schelling_equitable_init, value: 0.9968333333333333
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.9968125000000001
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.99675
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.9967083333333334
CIRCLE_WORLD, 400, 4 types, equitable_init, value: 0.9967083333333332
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.9965625
CIRCLE_WORLD, 400, 4 types, schelling_random_init, value: 0.99625
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 0.9960555555555555
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 0.9960555555555555
CIRCLE_WORLD, 400, 4 types, random_init, value: 0.9960416666666667
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 0.9958333333333333
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.9953333333333333
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.9950833333333333
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 0.9946111111111112
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.9945416666666668
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.9945416666666667
GRID_8DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.9944166666666667
GRID_8DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.9942500000000002
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.9927499999999999
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.9925416666666667
CIRCLE_WORLD, 400, 3 types, schelling_equitable_init, value: 0.9922083333333332
GRID_8DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.9920833333333333
GRID_8DEG_WORLD, 20x20, 7 types, random_init, value: 0.9905624999999999
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.9903333333333333
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 0.9902083333333334
CIRCLE_WORLD, 400, 3 types, equitable_init, value: 0.9897500000000001
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.9890555555555555
CIRCLE_WORLD, 400, 3 types, random_init, value: 0.9870833333333334
GRID_8DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.9870833333333332
GRID_8DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.9860624999999998
GRID_8DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.9855416666666665
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.9816666666666667
GRID_8DEG_WORLD, 20x20, 6 types, random_init, value: 0.9814375000000001
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.979388888888889
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.9758333333333333
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.9744166666666665
GRID_4DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.9684166666666667
GRID_8DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.9679166666666666
GRID_4DEG_WORLD, 20x20, 3 types, random_init, value: 0.96475
GRID_8DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.9645208333333334
GRID_8DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.9623749999999999
GRID_8DEG_WORLD, 20x20, 5 types, random_init, value: 0.9586041666666666
CYLINDER_WORLD, 2x200, 2 types, schelling_equitable_init, value: 0.9553333333333334
CYLINDER_WORLD, 2x200, 2 types, schelling_random_init, value: 0.9458333333333331
GRID_8DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.9301041666666666
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.9288749999999998
GRID_8DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.9282083333333333
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.924625
GRID_8DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.9240625
GRID_8DEG_WORLD, 20x20, 4 types, random_init, value: 0.9220625000000001
GRID_4DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.9110833333333335
CYLINDER_WORLD, 2x200, 2 types, random_init, value: 0.9002777777777776
CYLINDER_WORLD, 2x200, 2 types, equitable_init, value: 0.9002222222222223
GRID_4DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.8974166666666665
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.896125
GRID_4DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.8951666666666666
GRID_4DEG_WORLD, 20x20, 2 types, random_init, value: 0.8935833333333334
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.8929166666666665
GRID_8DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.8455833333333335
GRID_8DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.8454583333333333
GRID_8DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.8390208333333334
GRID_8DEG_WORLD, 20x20, 3 types, random_init, value: 0.8381041666666668
GRID_8DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.7019583333333334
GRID_8DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.6913333333333335
GRID_8DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.690875
GRID_8DEG_WORLD, 20x20, 2 types, random_init, value: 0.6865000000000002

Utility: l2
Metric: AvgDiffTypeCountingDiversityUtility
CIRCLE_WORLD, 400, 9 types, random_init, value: 0.8872202585834583
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 0.8813698569016061
CIRCLE_WORLD, 400, 8 types, equitable_init, value: 0.8750676408824616
CIRCLE_WORLD, 400, 8 types, random_init, value: 0.8698502928910418
CIRCLE_WORLD, 400, 7 types, random_init, value: 0.8554717144138496
GRID_8DEG_WORLD, 20x20, 2 types, random_init, value: 0.8530656477306557
CIRCLE_WORLD, 400, 7 types, equitable_init, value: 0.852361825094849
GRID_8DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.8509447121294803
GRID_8DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.8491182335974284
GRID_8DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.8480999507472267
GRID_8DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.8363005059701604
CIRCLE_WORLD, 400, 6 types, equitable_init, value: 0.8320887322278047
CIRCLE_WORLD, 400, 6 types, random_init, value: 0.830706263675328
GRID_8DEG_WORLD, 20x20, 3 types, random_init, value: 0.8303266665590683
GRID_8DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.8125344804676551
GRID_8DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.8107115283914716
CIRCLE_WORLD, 400, 5 types, equitable_init, value: 0.8014199878321192
CIRCLE_WORLD, 400, 5 types, random_init, value: 0.7997359488396714
GRID_8DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.7943140174673539
GRID_8DEG_WORLD, 20x20, 5 types, random_init, value: 0.790395758770779
CYLINDER_WORLD, 2x200, 9 types, equitable_init, value: 0.7902595689131434
CYLINDER_WORLD, 2x200, 9 types, random_init, value: 0.7865375437235435
GRID_8DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.7786136484864252
GRID_8DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.7746592972392834
GRID_8DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.7716716882957793
CYLINDER_WORLD, 2x200, 8 types, random_init, value: 0.768772842814093
CYLINDER_WORLD, 2x200, 8 types, equitable_init, value: 0.7652393521414175
GRID_8DEG_WORLD, 20x20, 6 types, random_init, value: 0.7642877904721337
GRID_8DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.7634437946433018
GRID_8DEG_WORLD, 20x20, 4 types, random_init, value: 0.759801093729494
GRID_8DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.7582490438478072
CIRCLE_WORLD, 400, 4 types, equitable_init, value: 0.7566955300623447
GRID_8DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.7512834674845451
CIRCLE_WORLD, 400, 4 types, random_init, value: 0.7510320186690055
GRID_8DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.7489904572527871
CYLINDER_WORLD, 2x200, 7 types, equitable_init, value: 0.7450213869143351
GRID_8DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.7448430256933233
CIRCLE_WORLD, 400, 9 types, schelling_equitable_init, value: 0.737044643786313
CIRCLE_WORLD, 400, 8 types, schelling_equitable_init, value: 0.7357149490282631
CYLINDER_WORLD, 2x200, 7 types, random_init, value: 0.7347566692349156
CIRCLE_WORLD, 400, 9 types, schelling_random_init, value: 0.7332608899826104
CIRCLE_WORLD, 400, 8 types, schelling_random_init, value: 0.7298780937274977
CIRCLE_WORLD, 400, 7 types, schelling_equitable_init, value: 0.7279771880907955
CIRCLE_WORLD, 400, 7 types, schelling_random_init, value: 0.725936277963241
CIRCLE_WORLD, 400, 6 types, schelling_random_init, value: 0.7187033799789132
GRID_4DEG_WORLD, 20x20, 9 types, random_init, value: 0.717570457472129
GRID_4DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.7149798504903109
CIRCLE_WORLD, 400, 6 types, schelling_equitable_init, value: 0.7128066269590926
GRID_8DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.7071980612096953
CIRCLE_WORLD, 400, 5 types, schelling_equitable_init, value: 0.7063858505939858
CIRCLE_WORLD, 400, 5 types, schelling_random_init, value: 0.702843236564415
GRID_8DEG_WORLD, 20x20, 7 types, random_init, value: 0.7005670938887963
CYLINDER_WORLD, 2x200, 6 types, random_init, value: 0.6994418657648325
CYLINDER_WORLD, 2x200, 6 types, equitable_init, value: 0.6989131554763106
GRID_8DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.696984793106445
GRID_4DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.6925825002573808
GRID_8DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.6883387045653907
CIRCLE_WORLD, 400, 4 types, schelling_equitable_init, value: 0.6861013668927353
CIRCLE_WORLD, 400, 3 types, random_init, value: 0.6860303782884891
CIRCLE_WORLD, 400, 3 types, equitable_init, value: 0.685730342459765
GRID_4DEG_WORLD, 20x20, 8 types, random_init, value: 0.6802307055587097
CIRCLE_WORLD, 400, 4 types, schelling_random_init, value: 0.6796758978752645
GRID_4DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.6572944063417199
CYLINDER_WORLD, 2x200, 5 types, equitable_init, value: 0.6513397646867337
GRID_4DEG_WORLD, 20x20, 7 types, random_init, value: 0.6502149454019509
CYLINDER_WORLD, 2x200, 5 types, random_init, value: 0.6490777149719341
CIRCLE_WORLD, 400, 3 types, schelling_equitable_init, value: 0.6448443945200857
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 0.6436496637551602
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.6424976942243528
CYLINDER_WORLD, 2x200, 2 types, equitable_init, value: 0.6411168041267725
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.6377001814410891
CYLINDER_WORLD, 2x200, 2 types, random_init, value: 0.6295792320912766
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.6177844583018198
CYLINDER_WORLD, 2x200, 9 types, schelling_equitable_init, value: 0.6164839637733779
CYLINDER_WORLD, 2x200, 9 types, schelling_random_init, value: 0.6122667034811116
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.6096640257353582
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.6094839085779733
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.6088600674714534
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 0.6043061368868948
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.6025597413870628
CYLINDER_WORLD, 2x200, 8 types, schelling_random_init, value: 0.5980640988964853
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.5978294361615705
GRID_4DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.5950695768672492
CYLINDER_WORLD, 2x200, 2 types, schelling_equitable_init, value: 0.5908827286969525
GRID_4DEG_WORLD, 20x20, 3 types, random_init, value: 0.5884004873824272
CYLINDER_WORLD, 2x200, 2 types, schelling_random_init, value: 0.5880515219976137
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.5873780844779007
CYLINDER_WORLD, 2x200, 8 types, schelling_equitable_init, value: 0.5847628741215747
GRID_4DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.5813066028841373
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.5811308654460345
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 0.5786446135970903
GRID_4DEG_WORLD, 20x20, 2 types, random_init, value: 0.5784893756844236
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.5779874857798154
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 0.5755271491918184
GRID_4DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.5747165980459829
GRID_4DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.5673924354692542
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 0.5620302895627549
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.560068317210854
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.5596828406154091
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.558075431845848
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.5572496662674788
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 0.554937025980018
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.5537870103633372
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 0.5512511188062846
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.5449346476989988
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.5433569744168758
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.5406704382101335
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.5383635225452251
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 0.5379973781656198
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 0.5373084905238634
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.5305309390413426
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.5241694520104957
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 0.5026291003292538
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 0.5024587125113829
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.5005443241858445
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.4988309584520182
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.48508204931167576
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.479109802799158
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.47709020931654744
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.47460934234187196
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 0.46627122883507294
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 0.46419197746626517
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.46391071240037624
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.4635790781688572
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.4289954973030136
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.4217705174977834
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.41707726775312354
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.41533539909204725

Utility: number_of_colorful_edges
Metric: AvgDiffTypeCountingDiversityUtility
CYLINDER_WORLD, 2x200, 9 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 7 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 4 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 5 types, random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 5 types, equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 6 types, random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 6 types, equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 7 types, random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 7 types, equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 8 types, random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 8 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 4 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 5 types, random_init, value: 1.0
CYLINDER_WORLD, 2x200, 5 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 7 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 8 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 8 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 8 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 9 types, random_init, value: 1.0
CYLINDER_WORLD, 2x200, 9 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 9 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 7 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 5 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 7 types, random_init, value: 1.0
CYLINDER_WORLD, 2x200, 6 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 6 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 6 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 6 types, random_init, value: 1.0
CYLINDER_WORLD, 2x200, 5 types, schelling_equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 9 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 4 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 6 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 6 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 5 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 5 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 5 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 5 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 4 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 6 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 4 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 4 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 3 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 3 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 3 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 3 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 6 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 7 types, random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 9 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 9 types, equitable_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 1.0
GRID_4DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 4 types, equitable_init, value: 1.0
CYLINDER_WORLD, 2x200, 4 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 9 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 9 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 9 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 7 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 8 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 8 types, schelling_random_init, value: 1.0
CIRCLE_WORLD, 400, 8 types, equitable_init, value: 1.0
CIRCLE_WORLD, 400, 8 types, random_init, value: 1.0
CIRCLE_WORLD, 400, 7 types, schelling_equitable_init, value: 1.0
CIRCLE_WORLD, 400, 7 types, schelling_random_init, value: 1.0
CYLINDER_WORLD, 2x200, 8 types, random_init, value: 1.0
GRID_8DEG_WORLD, 20x20, 9 types, schelling_equitable_init, value: 0.9999791666666666
GRID_8DEG_WORLD, 20x20, 9 types, equitable_init, value: 0.9999791666666666
GRID_8DEG_WORLD, 20x20, 9 types, schelling_random_init, value: 0.9999583333333334
GRID_8DEG_WORLD, 20x20, 8 types, equitable_init, value: 0.9999375
GRID_8DEG_WORLD, 20x20, 9 types, random_init, value: 0.9999375
GRID_8DEG_WORLD, 20x20, 8 types, schelling_equitable_init, value: 0.9999166666666668
GRID_8DEG_WORLD, 20x20, 8 types, schelling_random_init, value: 0.9998750000000001
GRID_8DEG_WORLD, 20x20, 8 types, random_init, value: 0.9997916666666666
GRID_8DEG_WORLD, 20x20, 7 types, schelling_random_init, value: 0.9989583333333336
GRID_8DEG_WORLD, 20x20, 7 types, schelling_equitable_init, value: 0.9989375000000001
GRID_4DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.9988750000000001
GRID_8DEG_WORLD, 20x20, 7 types, equitable_init, value: 0.9986875000000002
GRID_8DEG_WORLD, 20x20, 7 types, random_init, value: 0.9985625000000001
GRID_4DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.9984583333333333
GRID_4DEG_WORLD, 20x20, 4 types, random_init, value: 0.9980833333333334
GRID_4DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.997875
CYLINDER_WORLD, 2x200, 3 types, schelling_random_init, value: 0.9973333333333334
CYLINDER_WORLD, 2x200, 3 types, schelling_equitable_init, value: 0.9972777777777779
GRID_8DEG_WORLD, 20x20, 6 types, schelling_random_init, value: 0.9940625
GRID_8DEG_WORLD, 20x20, 6 types, schelling_equitable_init, value: 0.9931666666666666
GRID_8DEG_WORLD, 20x20, 6 types, equitable_init, value: 0.9923749999999999
GRID_8DEG_WORLD, 20x20, 6 types, random_init, value: 0.9913333333333333
CYLINDER_WORLD, 2x200, 3 types, equitable_init, value: 0.9871666666666666
CYLINDER_WORLD, 2x200, 3 types, random_init, value: 0.9861666666666665
GRID_4DEG_WORLD, 20x20, 3 types, schelling_random_init, value: 0.9798333333333334
GRID_4DEG_WORLD, 20x20, 3 types, schelling_equitable_init, value: 0.9787916666666667
GRID_8DEG_WORLD, 20x20, 5 types, schelling_equitable_init, value: 0.9734166666666668
GRID_8DEG_WORLD, 20x20, 5 types, schelling_random_init, value: 0.9716874999999999
GRID_8DEG_WORLD, 20x20, 5 types, equitable_init, value: 0.9697500000000001
GRID_4DEG_WORLD, 20x20, 3 types, random_init, value: 0.9679166666666668
GRID_4DEG_WORLD, 20x20, 3 types, equitable_init, value: 0.9668333333333334
GRID_8DEG_WORLD, 20x20, 5 types, random_init, value: 0.9661041666666664
CYLINDER_WORLD, 2x200, 2 types, schelling_equitable_init, value: 0.9553333333333334
CYLINDER_WORLD, 2x200, 2 types, schelling_random_init, value: 0.9458333333333331
GRID_8DEG_WORLD, 20x20, 4 types, schelling_equitable_init, value: 0.9336458333333332
GRID_8DEG_WORLD, 20x20, 4 types, schelling_random_init, value: 0.929
CIRCLE_WORLD, 400, 2 types, schelling_equitable_init, value: 0.9288749999999998
GRID_8DEG_WORLD, 20x20, 4 types, equitable_init, value: 0.9280416666666668
CIRCLE_WORLD, 400, 2 types, schelling_random_init, value: 0.924625
GRID_8DEG_WORLD, 20x20, 4 types, random_init, value: 0.9232916666666668
GRID_4DEG_WORLD, 20x20, 2 types, schelling_equitable_init, value: 0.9110833333333335
CYLINDER_WORLD, 2x200, 2 types, random_init, value: 0.9002777777777776
CYLINDER_WORLD, 2x200, 2 types, equitable_init, value: 0.9002222222222223
GRID_4DEG_WORLD, 20x20, 2 types, schelling_random_init, value: 0.8974166666666665
CIRCLE_WORLD, 400, 2 types, equitable_init, value: 0.896125
GRID_4DEG_WORLD, 20x20, 2 types, equitable_init, value: 0.8951666666666666
GRID_4DEG_WORLD, 20x20, 2 types, random_init, value: 0.8935833333333334
CIRCLE_WORLD, 400, 2 types, random_init, value: 0.8929166666666665
